type,concept,page,section,body,source,gap,see_also
FSD,fsd:Ombudsman,Interregnum-nullificans-v13.md,,"That convergence —of origin, of portfolio, of foreknowledge, and of silence— will be before the European Ombudsman, the PETI Committee, and the Commission's evaluation of Regulation 2021/821 simultaneously.* ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,Interregnum-nullificans-v13.md,,"The Ombudsman complaint, the parliamentary committee declinations, the Clerk's Section 8(3) determination of September 10th, 2025 —these are not failures of the individuals involved.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,"The Ombudsman complaint, the parliamentary committee declinations, the Clerk's Section 8(3) determination of September 10th, 2025 —these are not failures of the individuals involved.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Ombudsman,Interregnum-nullificans-v13.md,,"Each domestic oversight body —the Ombudsman, the committee clerks, the Cathaoirligh— processes the complaint according to its own code: jurisdiction, standing, time limits, admissibility.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,The system produces a determination that is internally valid.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NullificationLoop,Interregnum-nullificans-v13.md,,"The result is a **nullification loop** that is self-sustaining, personnel-independent, and formally valid at every stage.",FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Ombudsman,Interregnum-nullificans-v13.md,,"The European Ombudsman, the CJEU, and the PETI Committee operate at the same systemic level.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,The transfer to DETE occurred without ministerial determination.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,"**Ethics in Public Office Act 1995, S.8(3)** Clerk determines if complaint is sustainable Frivolous-and-vexatious determinations issued simultaneously by both Houses on Sep.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,"**Oireachtas Act 2013 S.8** Committee determinations must be made by the committee as a body Seanad Select Committee Secretariat closed a submission without a committee vote, without a Standing Order, without statutory basis.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,"**Oireachtas Act 2013 S.8** Committee determinations must be made by the committee as a body Seanad Select Committee Secretariat closed a submission without a committee vote, without a Standing Order, without statutory basis.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,"2021/821 (Dual-Use)** Member states must designate CA; evaluate dual-use items; issue statutory determination DFA held designation 2009--2024: zero evaluations, zero determinations.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,Bilateral same-day determinations without review.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,19 years without determination.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NullificationLoop,Interregnum-nullificans-v13.md,,Nullification Loop confirmed.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,Nineteen years without determination is not consistent with legal certainty.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,"**2006:** acknowledged State interest, invited submission, stalled processing on credentials, identified no alternative body — thread terminated without destination.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,Submission names Article 2 TEU breach as live characterisation.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:CompetentAuthority,Interregnum-nullificans-v13.md,,**The former competent authority under EU Regulation 2021/821 cannot be reached through any standard public mechanism.** ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Ombudsman,Interregnum-nullificans-v13.md,,"It is publicly indexed at **dr-crunch.github.io/nullification-loops**, available in 14 EU languages, and transmitted to: PETI (Article 227 TFEU, pending), the European Ombudsman (Article 228 TFEU, reference OMB-260331-CSD014), Commissioner McGrath's office, Commissioner Šefčovič's office, DG Competitiveness and Trade (Council Secretariat), and the Registry of the Court of Justice of the European Union.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:CompetentAuthority,Interregnum-nullificans-v13.md,,The primary application seeks certiorari of the McEntee Foreclosure on three independent irrationality grounds and mandamus compelling the performance of the competent authority evaluation obligation.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:CompetentAuthority,Interregnum-nullificans-v13.md,,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- **First** Ireland's designated competent authority under EU Regulation 2021/821 produced zero determinations in eighteen years.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- **First** Ireland's designated competent authority under EU Regulation 2021/821 produced zero determinations in eighteen years.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,"---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- **Third** Ireland assumes the Council Presidency on July 1st, 2026, chairing proceedings on dual-use technology controls —the precise domain in which the compliance failure documented in this submission is located.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:CompetentAuthority,Interregnum-nullificans-v13.md,,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- *A designated EU competent authority produced zero determinations across eighteen years.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Determination,Interregnum-nullificans-v13.md,,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- *A designated EU competent authority produced zero determinations across eighteen years.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,**2** **National Delegate —Ireland (COMPET Working Party)** Irish official attending the same working party; feeds instructions back to Dublin and shapes the national position in real time Often more accessible than ministerial principals and more responsive to structured external submissions.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,A submission delivered at working party level carries formal record status without requiring ministerial clearance.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,**3** **Irish Permanent Representative to the EU (COREPER II)** Ambassador-level; sits in COREPER II which prepares the relevant Council configurations The compliance record documented in this submission is directly within COREPER's preparation remit for the dual-use dossier.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,"Direct submission at this level places the compliance record in the EP's formal dossier, not merely in correspondence.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,Submission directly to the responsible desk officer ensures the compliance record enters the evaluation dossier at the technical level where it will be processed.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,Interregnum-nullificans-v13.md,,The Nullification Loop documented in Sections I--X has operated domestically because each system processed the submission according to its own procedural code rather than its substantive content.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:NullificationLoop,Interregnum-nullificans-v13.md,,The Nullification Loop documented in Sections I--X has operated domestically because each system processed the submission according to its own procedural code rather than its substantive content.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Submission,ai-office-parallel-argument-v2.md,,"*Support material for submission to:* *Joint Committee on Enterprise, Tourism and Employment* *Joint Committee on European Union Affairs* *Joint Committee on Public Petitions and the Ombudsmen / Office of the Ombudsman*",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,"*Support material for submission to:* *Joint Committee on Enterprise, Tourism and Employment* *Joint Committee on European Union Affairs* *Joint Committee on Public Petitions and the Ombudsmen / Office of the Ombudsman*",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:CompetentAuthority,ai-office-parallel-argument-v2.md,,"The Department of Enterprise, Trade and Employment assumed the competent authority designation under Regulation (EU) 2021/821 on 22 August 2024.",FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"That designation carries a continuing statutory and administrative responsibility: the CA must assess formally submitted material with dual-use characteristics, within statutory timeframes, and produce a reasoned determination.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"It has received no statutory determination in nineteen years — first under the Department of Foreign Affairs, and now, by transfer-without-discharge, as an unresolved inherited obligation of DETE.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:CompetentAuthority,ai-office-parallel-argument-v2.md,,DETE assumed the competent authority designation on 22 August 2024.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"Under Articles 9(2), 12, and 14 of the Regulation, the designated CA is required to maintain and exercise the capacity to assess formally submitted dual-use material, to make determinations within statutory timeframes, and to notify those determinations with reasons.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,ai-office-parallel-argument-v2.md,,If the record was not disclosed: DFA retains the historical obligation; DETE inherited the CA designation without institutional memory of the outstanding submission; and the transfer produced a structural vacancy — a CA with designation but without the accumulated obligation it was supposed to carry.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,The remedy is a directed audit of the DFA–DETE transfer record and a determination that closes the nineteen-year gap.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,ai-office-parallel-argument-v2.md,,If the record was disclosed: DETE holds a nineteen-year-old unresolved submission for which the twelve-month determination clock under Article 12 expired in 2007.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,If the record was disclosed: DETE holds a nineteen-year-old unresolved submission for which the twelve-month determination clock under Article 12 expired in 2007.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,The COMPET formation — within which Regulation (EU) 2021/821 sits at the Council–Parliament interface — is presided over by Irish officials whose Government has a zero-determination record under that Regulation across the full duration of its predecessor and recast instruments.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:CompetentAuthority,ai-office-parallel-argument-v2.md,,It will examine whether Ireland's CA architecture constitutes a functioning competent authority.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Submission,ai-office-parallel-argument-v2.md,,"On the record as it stands — designation transferred without audit, outstanding submission undisclosed, three-body fragmentation with no coordination mechanism — Ireland will enter that evaluation as the Presidency state while the Commission assesses whether its own CA function is operational.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,## Question 3 — Joint Committee on Public Petitions and the Ombudsmen / Office of the Ombudsman,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,It produced no determination on the submitted OR corpus across that period.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"The Oireachtas committee system, across seven committees formally addressed between September 2025 and March 2026, produced five formal declinations, one informal acknowledgement without determination, and eighteen documented silences in the committee charged specifically with oversight of the petition mechanism.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,The Ombudsman complaint (OMB-260331-CSD014) is active.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,"The question for this Committee and for the Ombudsman is structural, not personal.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:RemitDisplacement,ai-office-parallel-argument-v2.md,,"The pattern — remit displacement, acknowledgement-as-closure, deferral without destination, sufficiency assertion, record suppression, abandonment-without-referral — is the architecture of a system that has configured itself to avoid the corrective decision.",FSD-Ontology-2026.md — Remit Displacement,,
FSD,fsd:SufficiencyAssertion,ai-office-parallel-argument-v2.md,,"The pattern — remit displacement, acknowledgement-as-closure, deferral without destination, sufficiency assertion, record suppression, abandonment-without-referral — is the architecture of a system that has configured itself to avoid the corrective decision.",FSD-Ontology-2026.md — Sufficiency Assertion,,
FSD,fsd:Submission,ai-office-parallel-argument-v2.md,,"The Qualifying Submissions (Duty to Determine) Bill 2026, currently in preparation, addresses that architecture prospectively.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,The Ombudsman's mandate — investigation of maladministration in public bodies — is the residual accountability mechanism the ordinary executive channels have not engaged.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,The Ombudsman complaint names the DFA as primary respondent.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,"That is a distinct maladministration category, and one the Ombudsman is specifically empowered to investigate.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,The public petitions route cannot substitute for a determination — as the Duty to Determine Bill's section 13 makes explicit and as the JCPP's own eighteen silences have demonstrated in practice.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,"What this Committee can do, and what the Ombudsman can do, is name the structural condition on the record: not as an accusation against any individual committee or officer, but as the documented output of an architecture that requires a remedy no single body in the current configuration is empowered to supply on its own.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:StructuralCondition,ai-office-parallel-argument-v2.md,,"What this Committee can do, and what the Ombudsman can do, is name the structural condition on the record: not as an accusation against any individual committee or officer, but as the documented output of an architecture that requires a remedy no single body in the current configuration is empowered to supply on its own.",FSD-Ontology-2026.md — Structural Condition,,
FSD,fsd:CompetentAuthority,ai-office-parallel-argument-v2.md,,A competent authority that cannot independently discharge those obligations will rely on developer documentation: the analytical capture dynamic documented in Gatekeeping Brief §IV.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"Ireland's AI Office was established into a state apparatus that has configured itself, across nineteen years of non-determination, to avoid engaging OR on its merits.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,ai-office-parallel-argument-v2.md,,"Ireland's AI Office was established into a state apparatus that has configured itself, across nineteen years of non-determination, to avoid engaging OR on its merits.",FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:SufficiencyAssertion,ai-office-parallel-argument-v2.md,,"The exclusion was procedural: each sufficiency assertion, each remit declination, each transfer without discharge, accumulated into a condition in which OR methodology is absent from the Irish public sector not because it was found unsuitable but because it was never evaluated.",FSD-Ontology-2026.md — Sufficiency Assertion,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"The barrier is institutional, not technical, and it is the direct output of the non-determination documented in this record.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,ai-office-parallel-argument-v2.md,,"The barrier is institutional, not technical, and it is the direct output of the non-determination documented in this record.",FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,For the Petitions Committee and the Ombudsman: this is the downstream harm the administrative failure has produced.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,ai-office-parallel-argument-v2.md,,"The structural absence of OR in Irish public administration is the aggregate consequence of nineteen years of non-determination applied, by institutional momentum, to an entire discipline.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,ai-office-parallel-argument-v2.md,,"The structural absence of OR in Irish public administration is the aggregate consequence of nineteen years of non-determination applied, by institutional momentum, to an entire discipline.",FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Ombudsman,ai-office-parallel-argument-v2.md,,The Ombudsman complaint documents the instance.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,copilot-corpus-selection.md,,"- **Institutional actors:** Minister Peter Burke and the Department of Enterprise, Tourism and Employment; Minister of State Niamh Smyth; Department of Foreign Affairs; Department of Defence; Office of Emergency Planning; European Commission; Ombudsman; relevant Oireachtas committees.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,copilot-corpus-selection.md,,"- **Why analytically useful:** It directly presents requests for determinations, identifies alleged referrals and non-decisions, and contrasts the Department's stated institutional arrangements with the functions the writer says they produce.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,copilot-corpus-selection.md,,- **Document type:** Versioned statement of record / institutional submission.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,copilot-corpus-selection.md,,- **Date:** Version 13 dated 5 September 2026; original submission dated 27 April 2026.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,copilot-corpus-selection.md,,"- **Institutional actors:** The Meinhardt Initiative; Department of Foreign Affairs; Department of Enterprise, Trade and Employment; Department of Defence; Office of Emergency Planning; Department of the Taoiseach; ministers, Oireachtas committees, Ombudsman, European Commission, and EU bodies.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,copilot-corpus-selection.md,,"- **Institutional actors:** Department of Enterprise, Trade and Employment; Department of Foreign Affairs; Department of Defence; AI Office; Joint Committees on Enterprise, European Union Affairs, and Public Petitions/Ombudsmen; Ombudsman; Commission.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,copilot-corpus-selection.md,,- **Institutional actors:** The Meinhardt Initiative; public bodies; Ombudsman; High Court; Oireachtas; proposed independent technical auditors; committees and petition mechanisms.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:IndependentAuditor,copilot-corpus-selection.md,,- **Institutional actors:** The Meinhardt Initiative; public bodies; Ombudsman; High Court; Oireachtas; proposed independent technical auditors; committees and petition mechanisms.,FSD-Ontology-2026.md — Independent Technical Auditor,,
FSD,fsd:TechnicalAudit,copilot-corpus-selection.md,,- **Institutional actors:** The Meinhardt Initiative; public bodies; Ombudsman; High Court; Oireachtas; proposed independent technical auditors; committees and petition mechanisms.,FSD-Ontology-2026.md — Independent Technical Audit,,
FSD,fsd:RemitDisplacement,copilot-corpus-selection.md,,"- **Why analytically useful:** It explicitly translates alleged administrative behaviours into proposed legal categories such as “silence,” “remit displacement,” “administrative amnesia,” and “loop condition.” This makes it valuable for studying how observed or alleged conduct is re-signified into legislative concepts, while requiring careful separation between the document's proposed framework and verified underlying events.",FSD-Ontology-2026.md — Remit Displacement,,
FSD,fsd:AdministrativeAmnesia,copilot-corpus-selection.md,,"- **Why analytically useful:** It explicitly translates alleged administrative behaviours into proposed legal categories such as “silence,” “remit displacement,” “administrative amnesia,” and “loop condition.” This makes it valuable for studying how observed or alleged conduct is re-signified into legislative concepts, while requiring careful separation between the document's proposed framework and verified underlying events.",FSD-Ontology-2026.md — Administrative Amnesia,,
FSD,fsd:LoopCondition,copilot-corpus-selection.md,,"- **Why analytically useful:** It explicitly translates alleged administrative behaviours into proposed legal categories such as “silence,” “remit displacement,” “administrative amnesia,” and “loop condition.” This makes it valuable for studying how observed or alleged conduct is re-signified into legislative concepts, while requiring careful separation between the document's proposed framework and verified underlying events.",FSD-Ontology-2026.md — Loop Condition,,
FSD,fsd:Ombudsman,copilot-corpus-selection.md,,"- **Institutional actors:** The proposed Bill's drafters; Irish public bodies and competent authorities; EU institutions and legal instruments, including the AI Act and Dual-Use Regulation; Ombudsman and High Court.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:StructuralDisplacement,copilot-corpus-selection.md,,"It is particularly suitable for examining how authority, obligation, “procedural closure,” and “structural displacement” are constructed, while treating its legal mappings as claims requiring independent verification rather than as documentary facts.",FSD-Ontology-2026.md — Structural Displacement,,
FSD,fsd:Submission,feasible-region.html,,The submission is still waiting.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,feasible-region.html,,This page is a constitutional analysis of how that is possible — using the same analytical tools that should have been applied to the submission in the first place.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,feasible-region.html,,Capital Who holds the determination.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:CompetentAuthority,feasible-region.html,,The competent authority designation under Reg.,FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Submission,feasible-region.html,,Transferred to DETE on 22 August 2024 without any public record of the unprocessed submission history being disclosed to the receiving authority.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:NullificationLoop,feasible-region.html,,Judicial review is the constraint the Nullification Loop cannot absorb.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:NullificationLoop,feasible-region.html,,The Nullification Loop operates in the gap the text does not name — a gap of a specific kind.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:NullificationLoop,feasible-region.html,,Nullification Loop — gap between nominal authority and actual evaluation,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Ombudsman,feasible-region.html,,OMBUDSMAN,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:LoopClosure,feasible-region.html,,LOOP CLOSURE,FSD-Ontology-2026.md — Loop Closure,,
FSD,fsd:Ombudsman,feasible-region.html,,meta-level exit (Ombudsman / High Court / EU institution),FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Submission,feasible-region.html,,The Constitution distributes public authority across three pools and is silent on what happens when a cross-departmental submission falls between them.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:CompetentAuthority,feasible-region.html,,"corpus submitted in May 2006 advanced a specific claim: that the designated competent authority was required to evaluate it under EU Regulation 428/2009, subsequently recast as Regulation 2021/821.",FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Determination,feasible-region.html,,The DFA held that function for eighteen years without producing a determination.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,feasible-region.html,,"On 22 August 2024, the Control of Exports Act 2023 transferred the designation to DETE without any public record of the unprocessed submission history being disclosed.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:CompetentAuthority,feasible-region.html,,"The gap between ""competent authority designated"" and ""evaluation produced"" is the space this record inhabits.",FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Submission,feasible-region.html,,The submission is still waiting for one.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,feasible-region.html,,Non-determination Evaluation Acknowledgement,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,feasible-region.html,,Non-determination Evaluation Acknowledgement,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:RemitDisplacement,feasible-region.html,,Remit displacement Referral with legal basis Redirection without destination,FSD-Ontology-2026.md — Remit Displacement,,
FSD,fsd:SufficiencyAssertion,feasible-region.html,,Sufficiency assertion Corpus engagement Domain familiarity,FSD-Ontology-2026.md — Sufficiency Assertion,,
FSD,fsd:AdministrativeAmnesia,feasible-region.html,,Administrative amnesia Accumulated record First-encounter processing,FSD-Ontology-2026.md — Administrative Amnesia,,
FSD,fsd:DesignedForgetting,feasible-region.html,,Designed forgetting Retention Deletion post-declination,FSD-Ontology-2026.md — Designed Forgetting,,
FSD,fsd:SufficiencyAssertion,feasible-region.html,,"The sufficiency assertion is that stopping point, formalised.",FSD-Ontology-2026.md — Sufficiency Assertion,,
FSD,fsd:Submission,feasible-region.html,,A submission no single node is under pressure to resolve is not a submission anyone decided to bury.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:CompetentAuthority,feasible-region.html,,"The analysis of the Nullification Loop adds a structural variant: not party discipline but the absence of a coordination mechanism between DFA, DETE, and DOD — three institutions that collectively hold the competent authority function under Regulation 2021/821 with no statutory mechanism requiring integrated assessment between them.",FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:NullificationLoop,feasible-region.html,,"The analysis of the Nullification Loop adds a structural variant: not party discipline but the absence of a coordination mechanism between DFA, DETE, and DOD — three institutions that collectively hold the competent authority function under Regulation 2021/821 with no statutory mechanism requiring integrated assessment between them.",FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Submission,feasible-region.html,,"The architecture provides no path from ""submission received"" to ""determination issued.""",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,feasible-region.html,,"The architecture provides no path from ""submission received"" to ""determination issued.""",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,feasible-region.html,,"But the deeper problem here is different: after a bureaucratic reorganisation in August 2024, three separate departments now share the legal responsibility for evaluating the submission , and none of them has a statutory obligation to coordinate with the others.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:NullificationLoop,feasible-region.html,,Judicial review is the one instrument the Nullification Loop cannot absorb.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:CompetentAuthority,feasible-region.html,,"Three independent irrationality grounds arise from the McEntee Foreclosure of 4 February 2026 under O'Keeffe v An Bord Pleanála [1993]: contested, unanswered conclusions cited as settled authority; no reference to Storm Éowyn despite the OEP's finding of adequacy having been written in that emergency's aftermath; no reference to the competent authority obligation or the 226-page formal complaint.",FSD-Ontology-2026.md — Competent Authority,,
FSD,fsd:Ombudsman,feasible-region.html,,European Ombudsman · OMB-260331-CSD014 Active investigation.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Submission,feasible-region.html,,"Between September 2025 and March 2026, seven contact points formally engaged the JCEUA on a submission naming ten EU-law dimensions.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,feasible-region.html,,The deletion is before the European Ombudsman as a direct violation of Article 41 CFR — the right of access to one's file.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Submission,feasible-region.html,,Each time it received a submission engaging EU law.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,feasible-region.html,,The European Ombudsman is now investigating.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,feasible-region.html,,"The Irish Ombudsman (OMB-260331-CSD014), the Public Accounts Committee (S-2026-0307), the European Parliament's PETI committee (Article 227 TFEU petition pending), and the CJEU parallel filing are four auxiliary tracks operating simultaneously alongside the High Court preparation.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,feasible-region.html,,Three can trigger mandatory process: the Ombudsman holds Section 7 powers to extract the DFA internal file; PETI admission triggers mandatory Commission response; Article 26 of Regulation 2021/821 opens a mandatory Commission evaluation on 10 September 2026 regardless of domestic proceedings.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,feasible-region.html,,The Irish Ombudsman can compel the release of documents.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Submission,feasible-region.html,,"Five months later, the emergency planning office said it already understood the relevant methods and had no need to evaluate the submission.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,feasible-region.html,,There is no public record of formal handover documentation for the 2006–2024 unprocessed submission history at the moment the designation transferred.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,feasible-region.html,,The submission that requires an integrated assessment from all three simultaneously has no architectural path through which that assessment can be assembled.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,feasible-region.html,,"When the legal responsibility shifted from one department to another in August 2024, there is no public record of the 19-year history — the submissions received, the commitments made, the evaluations not produced — being included in the handover.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,feasible-region.html,,The Nullification Loop is the additional stable equilibrium the architecture produces when applied to a cross-departmental submission requiring integrated assessment: no single institution holds both the evaluative obligation and the evaluative capacity simultaneously; no feedback loop holds sufficient correction authority; no coordination mechanism exists between the three institutions that collectively hold the function; and the EU exogenous constraint is entering a mandatory evaluation the domestic architecture cannot filter.,FSD-Ontology-2026.md — Submission,,
